,description,link,media,title
65,"수영동 행정복지센터 제공 “마스크 한 장 기부하면, 짜장면 한 그릇 무료로 드립니다.” 짜장면으로 ‘마스크 사랑’을 실천하는 소상공인이 있어 화제를 모으고 있다. 부산 수영구 수영동에서 9년째 ‘오곡 흑미 쌀...",http://www.busan.com/view/busan/view.php?code=2020031519293997562,부산일보언론사 선정,‘마스크 1장 기부 = 짜장면 한 그릇’…기부받아 소외계층에 전달 계획
66,바로 짜장면인데요. 하지만 요즘은 너무나 쉽게 접하는 음식이 됐습니다. 100여 년 전 중국에서 건너왔지만 한국의 100대 민족문화상징에 들어갈 만큼 지금은 한국을 대표하는 국민 음식이 된 짜장면. 오늘은 중국의...,http://news.kbs.co.kr/news/view.do?ncd=4311315&ref=A,KBS,[똑! 기자 꿀! 정보] 돌 짜장면에서 망치 짜장면까지…별별 짜장면
67,"이무송은 짬뽕을, 나는 짜장면을 시켰다”라고 말했다. 이어 “내 짜장면에 고춧가루를 넣더라. 나는 고춧가루를 안 넣는데 맛있다고 넣어보라더라”고 설명했다. 그러나 자신의 입맛에 맞지 않았다며, 노사연은...",http://mksports.co.kr/view/2020/556790/,MK스포츠,‘미우새’ 노사연 “이무송과 신혼 초 짜장면 때문에 이혼할 뻔” [MK★TV픽]
68,"'생활의 달인'에 당진 대파자장면과 김치짬뽕 달인, 중고 자동차 감별 달인, 반찬 김치 달인이 출연한다. 24일 방송되는 SBS '생활의 달인'에서는 전국에 숨어있는 달인들을 찾아나선다. 이번 주 은둔식달 잠행단이 찾아간...",http://ilyo.co.kr/?ac=article_view&entry_id=365245,일요신문,"'생활의 달인' 당진 대파짜장면&김치짬뽕 달인, 반찬 김치 달인 출연"
69,"하지만 남은 문구 중에도 '하하하하하하하' '짜장면이 좋아? 아니면 짬뽕이 좋아?' 등 자살 예방과는 거리가 있어 보이는 문구들이 있어 논란이 이어졌다. 서울시 관계자는 ""2016년 12월 투신 방지 난간이 설치된 데다...",http://www.fnnews.com/news/201910222058301100,파이낸셜뉴스언론사 선정,'짜장면이 좋아?' 마포대교 자살 예방문구 7년 만에 제거
70,위해 짜장면 나눔 행사를 진행했다. 이번 행사는 표 대표와 박 대표가 신종코로나로 외부 식사가 어려운 지역... 이 행사를 위해 표 대표가 재료비 전액을 기부했고 박 대표는 재능기부로 손수 100그릇의 짜장면을 만들었다.,http://www.ksilbo.co.kr/news/articleView.html?idxno=761854,경상일보,"중앙동 지역 건물주·임차인, 독거노인 짜장면 나눔 행사"
71,"이마트(139480)는 자사 가정간편식 브랜드 피코크를 통해 ‘맛이차이나’ 짜장면 밀키트(meal kit)와... 맛이차이나 짜장면은 서울 상수동 짜장면 맛집인 맛이차이나의 요리법을 그대로 밀키트에 담았고, 초마짬뽕은...",http://biz.chosun.com/site/data/html_dir/2019/09/15/2019091500227.html,조선비즈,"이마트, 짜장면·짬뽕 밀키트 신제품 출시"
72,"서귀포시는 2일 관내 식당에서 학교밖청소년지원센터 종사가 20여 명이 참여한 가운데 '학교 밖 청소년과 함께하는 사랑의 짜장면 데이' 행사를 개최, 학교 밖 청소년으로서 겪는 고충을 청취하고 청소년 복지 향상을...",http://www.jejunews.com/news/articleView.html?idxno=2164948,제주신보,"서귀포시, 학교 밖 청소년 '사랑의 짜장면 데이' 운영"
73,중국집 배달원의 “짜장면 시키신 분~”이라는 외침이 유난히 크게 들리던 구장이었다. 유니콘스 주장을 오래했던 이숭용 KT 단장은 “정규시즌 때는 세리머니를 크게 했던 기억이 없다. 가을야구 가서 팬들이 많아져야...,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202004152126015&code=980701,경향신문,썰렁한 야구장엔 함성 대신 “짜장면 시키신 분~”
74,"ⓒ 남소연 ""짜장면 한 그릇 시키주소."" 지난 18일, 대구광역시 수성대학교 정문에서 만난 김부겸... 김 의원은 김이 모락모락 나는 짜장면 한사발이 나오자마자 식을 사이도 없이 5분 여 만에 면을 마시다시피 해치웠다....",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002597534&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,오마이뉴스언론사 선정,"김부겸의 이유 있는 짜장면 '5분컷'... ""TK홀대론 먹히니 문제"""
75,"수영동 행정복지센터 제공 “마스크 한 장 기부하면, 짜장면 한 그릇 무료로 드립니다.” 짜장면으로 ‘마스크 사랑’을 실천하는 소상공인이 있어 화제를 모으고 있다. 부산 수영구 수영동에서 9년째 ‘오곡 흑미 쌀...",http://www.busan.com/view/busan/view.php?code=2020031519293997562,부산일보언론사 선정,‘마스크 1장 기부 = 짜장면 한 그릇’…기부받아 소외계층에 전달 계획
76,바로 짜장면인데요. 하지만 요즘은 너무나 쉽게 접하는 음식이 됐습니다. 100여 년 전 중국에서 건너왔지만 한국의 100대 민족문화상징에 들어갈 만큼 지금은 한국을 대표하는 국민 음식이 된 짜장면. 오늘은 중국의...,http://news.kbs.co.kr/news/view.do?ncd=4311315&ref=A,KBS,[똑! 기자 꿀! 정보] 돌 짜장면에서 망치 짜장면까지…별별 짜장면
77,"이무송은 짬뽕을, 나는 짜장면을 시켰다”라고 말했다. 이어 “내 짜장면에 고춧가루를 넣더라. 나는 고춧가루를 안 넣는데 맛있다고 넣어보라더라”고 설명했다. 그러나 자신의 입맛에 맞지 않았다며, 노사연은...",http://mksports.co.kr/view/2020/556790/,MK스포츠,‘미우새’ 노사연 “이무송과 신혼 초 짜장면 때문에 이혼할 뻔” [MK★TV픽]
78,"'생활의 달인'에 당진 대파자장면과 김치짬뽕 달인, 중고 자동차 감별 달인, 반찬 김치 달인이 출연한다. 24일 방송되는 SBS '생활의 달인'에서는 전국에 숨어있는 달인들을 찾아나선다. 이번 주 은둔식달 잠행단이 찾아간...",http://ilyo.co.kr/?ac=article_view&entry_id=365245,일요신문,"'생활의 달인' 당진 대파짜장면&김치짬뽕 달인, 반찬 김치 달인 출연"
79,"하지만 남은 문구 중에도 '하하하하하하하' '짜장면이 좋아? 아니면 짬뽕이 좋아?' 등 자살 예방과는 거리가 있어 보이는 문구들이 있어 논란이 이어졌다. 서울시 관계자는 ""2016년 12월 투신 방지 난간이 설치된 데다...",http://www.fnnews.com/news/201910222058301100,파이낸셜뉴스언론사 선정,'짜장면이 좋아?' 마포대교 자살 예방문구 7년 만에 제거
80,위해 짜장면 나눔 행사를 진행했다. 이번 행사는 표 대표와 박 대표가 신종코로나로 외부 식사가 어려운 지역... 이 행사를 위해 표 대표가 재료비 전액을 기부했고 박 대표는 재능기부로 손수 100그릇의 짜장면을 만들었다.,http://www.ksilbo.co.kr/news/articleView.html?idxno=761854,경상일보,"중앙동 지역 건물주·임차인, 독거노인 짜장면 나눔 행사"
81,"이마트(139480)는 자사 가정간편식 브랜드 피코크를 통해 ‘맛이차이나’ 짜장면 밀키트(meal kit)와... 맛이차이나 짜장면은 서울 상수동 짜장면 맛집인 맛이차이나의 요리법을 그대로 밀키트에 담았고, 초마짬뽕은...",http://biz.chosun.com/site/data/html_dir/2019/09/15/2019091500227.html,조선비즈,"이마트, 짜장면·짬뽕 밀키트 신제품 출시"
82,"서귀포시는 2일 관내 식당에서 학교밖청소년지원센터 종사가 20여 명이 참여한 가운데 '학교 밖 청소년과 함께하는 사랑의 짜장면 데이' 행사를 개최, 학교 밖 청소년으로서 겪는 고충을 청취하고 청소년 복지 향상을...",http://www.jejunews.com/news/articleView.html?idxno=2164948,제주신보,"서귀포시, 학교 밖 청소년 '사랑의 짜장면 데이' 운영"
83,중국집 배달원의 “짜장면 시키신 분~”이라는 외침이 유난히 크게 들리던 구장이었다. 유니콘스 주장을 오래했던 이숭용 KT 단장은 “정규시즌 때는 세리머니를 크게 했던 기억이 없다. 가을야구 가서 팬들이 많아져야...,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202004152126015&code=980701,경향신문,썰렁한 야구장엔 함성 대신 “짜장면 시키신 분~”
84,"ⓒ 남소연 ""짜장면 한 그릇 시키주소."" 지난 18일, 대구광역시 수성대학교 정문에서 만난 김부겸... 김 의원은 김이 모락모락 나는 짜장면 한사발이 나오자마자 식을 사이도 없이 5분 여 만에 면을 마시다시피 해치웠다....",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002597534&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,오마이뉴스언론사 선정,"김부겸의 이유 있는 짜장면 '5분컷'... ""TK홀대론 먹히니 문제"""
85,"수영동 행정복지센터 제공 “마스크 한 장 기부하면, 짜장면 한 그릇 무료로 드립니다.” 짜장면으로 ‘마스크 사랑’을 실천하는 소상공인이 있어 화제를 모으고 있다. 부산 수영구 수영동에서 9년째 ‘오곡 흑미 쌀...",http://www.busan.com/view/busan/view.php?code=2020031519293997562,부산일보언론사 선정,‘마스크 1장 기부 = 짜장면 한 그릇’…기부받아 소외계층에 전달 계획
86,바로 짜장면인데요. 하지만 요즘은 너무나 쉽게 접하는 음식이 됐습니다. 100여 년 전 중국에서 건너왔지만 한국의 100대 민족문화상징에 들어갈 만큼 지금은 한국을 대표하는 국민 음식이 된 짜장면. 오늘은 중국의...,http://news.kbs.co.kr/news/view.do?ncd=4311315&ref=A,KBS,[똑! 기자 꿀! 정보] 돌 짜장면에서 망치 짜장면까지…별별 짜장면
87,"이무송은 짬뽕을, 나는 짜장면을 시켰다”라고 말했다. 이어 “내 짜장면에 고춧가루를 넣더라. 나는 고춧가루를 안 넣는데 맛있다고 넣어보라더라”고 설명했다. 그러나 자신의 입맛에 맞지 않았다며, 노사연은...",http://mksports.co.kr/view/2020/556790/,MK스포츠,‘미우새’ 노사연 “이무송과 신혼 초 짜장면 때문에 이혼할 뻔” [MK★TV픽]
88,"'생활의 달인'에 당진 대파자장면과 김치짬뽕 달인, 중고 자동차 감별 달인, 반찬 김치 달인이 출연한다. 24일 방송되는 SBS '생활의 달인'에서는 전국에 숨어있는 달인들을 찾아나선다. 이번 주 은둔식달 잠행단이 찾아간...",http://ilyo.co.kr/?ac=article_view&entry_id=365245,일요신문,"'생활의 달인' 당진 대파짜장면&김치짬뽕 달인, 반찬 김치 달인 출연"
89,"하지만 남은 문구 중에도 '하하하하하하하' '짜장면이 좋아? 아니면 짬뽕이 좋아?' 등 자살 예방과는 거리가 있어 보이는 문구들이 있어 논란이 이어졌다. 서울시 관계자는 ""2016년 12월 투신 방지 난간이 설치된 데다...",http://www.fnnews.com/news/201910222058301100,파이낸셜뉴스언론사 선정,'짜장면이 좋아?' 마포대교 자살 예방문구 7년 만에 제거
90,위해 짜장면 나눔 행사를 진행했다. 이번 행사는 표 대표와 박 대표가 신종코로나로 외부 식사가 어려운 지역... 이 행사를 위해 표 대표가 재료비 전액을 기부했고 박 대표는 재능기부로 손수 100그릇의 짜장면을 만들었다.,http://www.ksilbo.co.kr/news/articleView.html?idxno=761854,경상일보,"중앙동 지역 건물주·임차인, 독거노인 짜장면 나눔 행사"
91,"이마트(139480)는 자사 가정간편식 브랜드 피코크를 통해 ‘맛이차이나’ 짜장면 밀키트(meal kit)와... 맛이차이나 짜장면은 서울 상수동 짜장면 맛집인 맛이차이나의 요리법을 그대로 밀키트에 담았고, 초마짬뽕은...",http://biz.chosun.com/site/data/html_dir/2019/09/15/2019091500227.html,조선비즈,"이마트, 짜장면·짬뽕 밀키트 신제품 출시"
92,"서귀포시는 2일 관내 식당에서 학교밖청소년지원센터 종사가 20여 명이 참여한 가운데 '학교 밖 청소년과 함께하는 사랑의 짜장면 데이' 행사를 개최, 학교 밖 청소년으로서 겪는 고충을 청취하고 청소년 복지 향상을...",http://www.jejunews.com/news/articleView.html?idxno=2164948,제주신보,"서귀포시, 학교 밖 청소년 '사랑의 짜장면 데이' 운영"
93,중국집 배달원의 “짜장면 시키신 분~”이라는 외침이 유난히 크게 들리던 구장이었다. 유니콘스 주장을 오래했던 이숭용 KT 단장은 “정규시즌 때는 세리머니를 크게 했던 기억이 없다. 가을야구 가서 팬들이 많아져야...,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202004152126015&code=980701,경향신문,썰렁한 야구장엔 함성 대신 “짜장면 시키신 분~”
94,"ⓒ 남소연 ""짜장면 한 그릇 시키주소."" 지난 18일, 대구광역시 수성대학교 정문에서 만난 김부겸... 김 의원은 김이 모락모락 나는 짜장면 한사발이 나오자마자 식을 사이도 없이 5분 여 만에 면을 마시다시피 해치웠다....",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002597534&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,오마이뉴스언론사 선정,"김부겸의 이유 있는 짜장면 '5분컷'... ""TK홀대론 먹히니 문제"""
95,"수영동 행정복지센터 제공 “마스크 한 장 기부하면, 짜장면 한 그릇 무료로 드립니다.” 짜장면으로 ‘마스크 사랑’을 실천하는 소상공인이 있어 화제를 모으고 있다. 부산 수영구 수영동에서 9년째 ‘오곡 흑미 쌀...",http://www.busan.com/view/busan/view.php?code=2020031519293997562,부산일보언론사 선정,‘마스크 1장 기부 = 짜장면 한 그릇’…기부받아 소외계층에 전달 계획
96,바로 짜장면인데요. 하지만 요즘은 너무나 쉽게 접하는 음식이 됐습니다. 100여 년 전 중국에서 건너왔지만 한국의 100대 민족문화상징에 들어갈 만큼 지금은 한국을 대표하는 국민 음식이 된 짜장면. 오늘은 중국의...,http://news.kbs.co.kr/news/view.do?ncd=4311315&ref=A,KBS,[똑! 기자 꿀! 정보] 돌 짜장면에서 망치 짜장면까지…별별 짜장면
97,"이무송은 짬뽕을, 나는 짜장면을 시켰다”라고 말했다. 이어 “내 짜장면에 고춧가루를 넣더라. 나는 고춧가루를 안 넣는데 맛있다고 넣어보라더라”고 설명했다. 그러나 자신의 입맛에 맞지 않았다며, 노사연은...",http://mksports.co.kr/view/2020/556790/,MK스포츠,‘미우새’ 노사연 “이무송과 신혼 초 짜장면 때문에 이혼할 뻔” [MK★TV픽]
98,"'생활의 달인'에 당진 대파자장면과 김치짬뽕 달인, 중고 자동차 감별 달인, 반찬 김치 달인이 출연한다. 24일 방송되는 SBS '생활의 달인'에서는 전국에 숨어있는 달인들을 찾아나선다. 이번 주 은둔식달 잠행단이 찾아간...",http://ilyo.co.kr/?ac=article_view&entry_id=365245,일요신문,"'생활의 달인' 당진 대파짜장면&김치짬뽕 달인, 반찬 김치 달인 출연"
99,"하지만 남은 문구 중에도 '하하하하하하하' '짜장면이 좋아? 아니면 짬뽕이 좋아?' 등 자살 예방과는 거리가 있어 보이는 문구들이 있어 논란이 이어졌다. 서울시 관계자는 ""2016년 12월 투신 방지 난간이 설치된 데다...",http://www.fnnews.com/news/201910222058301100,파이낸셜뉴스언론사 선정,'짜장면이 좋아?' 마포대교 자살 예방문구 7년 만에 제거
