개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
3050000,3050000-202-1995-00557,19950529,,3,폐업,2,폐업,20071213,,,,222141006,627,130859,서울특별시 동대문구 전농동 647-1번지 지하2층     (배봉로36) ,,,해태대중탕,2007-05-07 0:00,I,59:59.0,공동탕업,204082.1118,452472.9905,공동탕업,6,3,,,,2,,,,Y,,,,,자가,,,,,,N
3050000,3050000-202-1996-00560,19960130,,3,폐업,2,폐업,20050707,,,,02 9249000,246.22,130812,서울특별시 동대문구 신설동 101-2번지 ,,,경영대중탕,2003-06-05 0:00,I,59:59.0,공동탕업,202093.9082,452612.9242,공동탕업,10,2,,,,1,,,,N,,,,,임대,,,,,,N
3050000,3050000-202-2001-00003,20010908,,3,폐업,2,폐업,20051229,,,,02 9698000,"1,631.00",130867,서울특별시 동대문구 청량리동 235-2번지 ,,,동산건강타운,2003-06-05 0:00,I,59:59.0,공동탕업,204076.674,453363.5901,공동탕업,3,,,,,,,,,N,,,,,임대,,,,,,N
3050000,3050000-202-1989-00542,19890111,,3,폐업,2,폐업,20030830,,,,02 9626858,"1,178.44",130869,서울특별시 동대문구 청량리동 640-0번지 ,,,송림목욕탕,2003-06-30 0:00,I,59:59.0,공동탕업,203772.7576,453562.7582,공동탕업,4,1,2,3,,,,,,N,,,,,임대,,,,,,N
3050000,3050000-202-2005-00002,20050718,,3,폐업,2,폐업,20060831,,,,,171.33,130839,서울특별시 동대문구 장안동 324-2번지 ,,,마을터목욕탕,2006-06-27 0:00,I,59:59.0,공동탕업,206441.3496,452469.9241,공동탕업,,,1,,1,,,,2,Y,,,,,자가,,,,,,N
3050000,3050000-202-1993-00551,19931016,,3,폐업,2,폐업,20141202,,,,209297150,646.62,130823,서울특별시 동대문구 용두동 234-1번지 (왕산로198) ,"서울특별시 동대문구 왕산로 60-1 (용두동,(왕산로198))",2583,성원목욕탕,2008-07-14 21:26,I,59:59.0,공동탕업,202594.7016,452773.2825,공동탕업,7,3,0,0,0,2,0,0,2,Y,0,,,,임대,0,,,,,N
3050000,3050000-202-2000-00012,20001208,,3,폐업,2,폐업,20201228,,,,7088695033,"1,254.00",130805,서울특별시 동대문구 답십리동 530-14 지하1층 ,"서울특별시 동대문구 황물로 150, 지하1층 (답십리동)",2604,21C사우나,2020-12-28 13:24,U,40:00.0,공동탕업,204762.0254,451568.7214,공동탕업,4,2,0,0,0,1,0,0,0,N,0,,,,임대,0,,,0,0,N
3050000,3050000-202-2003-00002,20030226,,3,폐업,2,폐업,20160719,,,,,192.92,130876,서울특별시 동대문구 휘경동 253-5번지 1층 ,"서울특별시 동대문구 망우로21가길 4, 1층 (휘경동)",2436,영일탕,2014-12-02 15:43,I,59:59.0,공동탕업,205450.9197,454258.2182,공동탕업,3,1,1,2,0,0,0,0,0,N,0,,,,임대,0,,,,,N
3050000,3050000-202-1985-00578,19850108,,3,폐업,2,폐업,20031024,,,,222472500,450,130840,서울특별시 동대문구 장안동 366-7번지 ,,,경남관광호텔사우나,2003-06-05 0:00,I,59:59.0,한증막업,206199.9532,451997.9348,한증막업,11,2,,,,1,,,,N,,,,,임대,,,,,,N
3050000,3050000-202-2016-00001,20160531,,3,폐업,2,폐업,20190813,,,,222477751,348.96,130805,서울특별시 동대문구 답십리동 482-65번지 ,"서울특별시 동대문구 천호대로67길 35, 1,지1층 (답십리동)",2602,장미사우나,2019-08-13 15:46,U,40:00.0,공동탕업,204451.1691,452007.9429,공동탕업,4,1,1,,1,,0,0,0,N,0,,,,자가,0,0,0,0,0,N
3050000,3050000-202-1988-00563,19881125,,3,폐업,2,폐업,20180320,,,,02 9635795,308.13,130817,서울특별시 동대문구 용두동 20-70번지 2~3층 ,"서울특별시 동대문구 왕산로30길 18, 2~3층 (용두동)",2560,태양,2018-03-20 14:56,I,59:59.0,공동탕업,203506.9951,452829.0912,공동탕업,4,1,2,3,0,0,0,0,0,N,0,,,,자가,0,,,0,0,N
3050000,3050000-202-1986-00476,19860730,,3,폐업,2,폐업,20170912,,,,222495052,130,130859,서울특별시 동대문구 전농동 644-72번지 ,서울특별시 동대문구 서울시립대로3길 10 (전농동),2591,장안탕,2017-09-12 13:30,I,59:59.0,공동탕업,204012.9168,452565.9317,공동탕업,3,,1,1,,,,,,N,,,,,자가,,,,,,N
3050000,3050000-202-2018-00001,20180220,,3,폐업,2,폐업,20200901,,,,,920.92,130864,서울특별시 동대문구 제기동 1140-5 불로장생타워 ,"서울특별시 동대문구 왕산로 117, 불로장생타워 지하1층 (제기동)",2569,불로장생사우나,2020-09-01 17:39,U,40:00.0,한증막업,203155.5049,452914.6075,한증막업,0,0,,,1,1,0,0,2,N,0,,,,,0,0,0,0,0,N
3050000,3050000-202-1994-00555,19941019,,3,폐업,2,폐업,20050818,,,,222174862,818.76,130845,서울특별시 동대문구 장안동 435-5번지 ,,,정안대중목욕탕,2005-08-18 0:00,I,59:59.0,공동탕업,205856.5643,451373.1534,공동탕업,7,2,,,,1,,,,N,,,,,,,,,,,N
3050000,3050000-202-1979-00447,19790519,,3,폐업,2,폐업,20070601,,,,02 9277486,206.25,130810,서울특별시 동대문구 신설동 250-210번지 ,,,리노목욕탕,2003-06-05 0:00,I,59:59.0,공동탕업,,,공동탕업,3,1,,3,,,,,,N,,,,,자가,,,,,,N
3050000,3050000-202-2004-00003,20040216,,3,폐업,2,폐업,20160531,,,,02  967 0592,728.77,130862,서울특별시 동대문구 제기동 348번지 신광빌딩   (보린길4) ,"서울특별시 동대문구 약령시로15길 4 (제기동,신광빌딩   (보린길4))",2482,신광사우나,2008-11-12 16:50,I,59:59.0,공동탕업,203624.5952,453448.4524,공동탕업,6,2,2,2,1,2,0,0,2,Y,0,,,,임대,0,,,,,N
3050000,3050000-202-1974-00479,19740926,,3,폐업,2,폐업,20180612,,,,222423368,281.78,130857,서울특별시 동대문구 전농동 530-43번지 1~2층 ,"서울특별시 동대문구 답십리로23길 58, 1~2층 (전농동)",2551,나이아가라탕,2018-06-12 15:57,I,59:59.0,공동탕업,204349.4738,452842.7024,공동탕업,3,1,1,2,,,,,,N,,,,,자가,,,,,,N
3050000,3050000-202-1969-00457,19691128,,3,폐업,2,폐업,20100716,,,,02 9616263,271.7,130865,서울특별시 동대문구 제기동 1142-5번지 (회기로32) ,,,대동탕,2008-07-14 21:44,I,59:59.0,공동탕업,203447.3971,454307.3014,공동탕업,4,1,1,2,0,0,0,0,0,N,0,,,,임대,0,,,,,N
3050000,3050000-202-1997-00564,19970307,,3,폐업,2,폐업,20120823,,,,02 9241311,826,130110,서울특별시 동대문구 신설동 129-36번지 (무학로113) ,,,한독대중탕,2011-11-24 13:12,I,59:59.0,공동탕업,,,공동탕업,3,0,0,0,0,0,0,0,0,Y,0,,,,임대,0,,,0,0,N
3050000,3050000-202-2006-00002,20061121,,3,폐업,2,폐업,20120823,,,,02 9591071,26.97,130875,서울특별시 동대문구 휘경동 100-50번지 (휘경안8길16-5) ,,,웰빙건강방,2011-11-24 13:13,I,59:59.0,찜질시설서비스영업,205593.7371,454470.8078,찜질시설서비스영업,1,0,1,1,0,0,0,0,0,Y,0,,,,자가,0,,,0,0,N
3050000,3050000-202-1985-00497,19850109,,3,폐업,2,폐업,20041227,,,,222471759,297.32,130836,서울특별시 동대문구 장안동 131-4번지 ,,,옥천탕,2003-06-05 0:00,I,59:59.0,공동탕업,206028.3016,452488.5556,공동탕업,4,1,2,2,,,,,,N,,,,,자가,,,,,,N
3050000,3050000-202-1987-00537,19871006,,3,폐업,2,폐업,20080714,,,,222125440,288.9,130855,서울특별시 동대문구 전농동 325-19번지 (사가정길83) ,,,금온탕,2007-05-07 0:00,I,59:59.0,공동탕업,,,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3050000,3050000-202-1985-00442,19850720,,3,폐업,2,폐업,20080908,,,,209638118,186.07,130817,서울특별시 동대문구 용두동 40-16번지 (용일안길40) ,,,복천탕,2007-05-07 0:00,I,59:59.0,공동탕업,203260.7448,452680.2993,공동탕업,4,1,1,2,,,,,,N,,,,,,,,,,,N
3050000,3050000-202-1989-00511,19890714,,3,폐업,2,폐업,20131121,,,,222477751,140.12,130805,서울특별시 동대문구 답십리동 482-65번지 (원동길31) ,,,장미탕,2011-11-24 13:11,I,59:59.0,공동탕업,204451.1691,452007.9429,공동탕업,3,1,0,1,0,0,0,0,0,N,0,,,,자가,0,,,0,0,N
3050000,3050000-202-2000-00001,20000111,,3,폐업,2,폐업,20050129,,,,02 9603177,320.3,130870,서울특별시 동대문구 청량리동 774번지 ,,,문일목욕탕,2005-01-29 0:00,I,59:59.0,공동탕업,203793.6725,453201.2009,공동탕업,2,1,,1,,1,,,,N,,,,,임대,,,,,,N
3050000,3050000-202-1994-00553,19940804,,3,폐업,2,폐업,20070604,,,,222483748,515.98,130848,서울특별시 동대문구 전농동 1-90번지 ,,,스카이목욕탕,2005-10-13 0:00,I,59:59.0,공동탕업,,,공동탕업,5,2,,,,1,,,,Y,,,,,임대,,,,,,N
3050000,3050000-202-1983-00526,19830831,,3,폐업,2,폐업,20120829,,,,232954260,130.47,130826,서울특별시 동대문구 이문동 302-26번지 (독구말길28) ,,,제일탕,2011-11-24 13:12,I,59:59.0,공동탕업,205464.7915,454928.1275,공동탕업,3,0,1,1,0,0,0,0,0,N,0,,,,임대,0,,,0,0,N
3050000,3050000-202-1971-00440,19710410,,3,폐업,2,폐업,20120709,,,,222522296,290,130814,서울특별시 동대문구 신설동 117-17번지 ,,,흥일탕,2008-07-14 21:04,I,59:59.0,공동탕업,,,공동탕업,3,1,0,1,0,0,0,0,0,N,0,,,,,0,,,,,N
3050000,3050000-202-1985-00508,19851217,,3,폐업,2,폐업,20040730,,,,222495577,396,130804,서울특별시 동대문구 답십리동 469-8번지 ,,,온천장대중사우나,2003-06-17 0:00,I,59:59.0,공동탕업,204199.2828,452211.313,공동탕업,3,,1,1,,,,,,N,,,,,자가,,,,,,N
3050000,3050000-202-2003-00001,20030221,,3,폐업,2,폐업,20170918,,,,02 9655509,990,130876,서울특별시 동대문구 휘경동 191-5번지 ,서울특별시 동대문구 회기로 191 (휘경동),2445,채원,2017-10-10 14:00,I,59:59.0,공동탕업+찜질시설서비스영업,204977.725,454216.9716,공동탕업+찜질시설서비스영업,5,1,0,0,0,1,0,0,0,Y,0,,,,임대,0,,,,,N
3050000,3050000-202-1971-00456,19710126,,3,폐업,2,폐업,20190207,,,,02 9606632,325.76,130862,서울특별시 동대문구 제기동 579번지 ,서울특별시 동대문구 경동시장로10길 21 (제기동),2572,동화탕,2019-02-07 15:28,U,40:00.0,공동탕업,203633.5291,453232.6937,공동탕업,3,1,0,2,0,0,0,0,0,N,0,,,,임대,0,,,,,N
3050000,3050000-202-1984-00460,19841203,,3,폐업,2,폐업,20060704,,,,02 9238378,241.89,130860,서울특별시 동대문구 제기동 133-20번지 ,,,용문탕,2003-06-05 0:00,I,59:59.0,공동탕업,203040.3353,453618.0634,공동탕업,4,1,1,2,,1,,,,N,,,,,자가,,,,,,N
3050000,3050000-202-1983-00481,19831107,,3,폐업,2,폐업,20070402,,,,222486022,91.02,130850,서울특별시 동대문구 전농동 46-9번지 ,,,전농탕,2003-06-05 0:00,I,59:59.0,공동탕업,,,공동탕업,2,1,,1,,,,,,N,,,,,자가,,,,,,N
3050000,3050000-202-1983-00466,19831115,,3,폐업,2,폐업,20061101,,,,02 9594070,263.96,130868,서울특별시 동대문구 청량리동 209-2번지 ,,,우림탕,2003-06-05 0:00,I,59:59.0,공동탕업,204056.6387,453811.7899,공동탕업,4,1,1,2,,1,,,,N,,,,,자가,,,,,,N
3050000,3050000-202-1983-00491,19830907,,3,폐업,2,폐업,20180326,,,,222454182,246.22,130842,서울특별시 동대문구 장안동 390-3번지 ,서울특별시 동대문구 한천로26길 48-12 (장안동),2624,청호탕,2018-03-26 10:19,I,59:59.0,공동탕업,205929.5642,452039.6642,공동탕업,3,1,1,2,,,,,,N,,,,,자가,,,,,,N
3050000,3050000-202-1984-00486,19840903,,3,폐업,2,폐업,20050707,,,,222120270,268.64,130845,서울특별시 동대문구 장안동 438-7번지 ,,,부일탕,2003-06-05 0:00,I,59:59.0,공동탕업,206108.9501,451373.5817,공동탕업,3,1,1,2,,,,,,N,,,,,자가,,,,,,N
3050000,3050000-202-2004-00004,20040223,,3,폐업,2,폐업,20071015,,,,222437665,520.86,130840,서울특별시 동대문구 장안동 366-7번지 (장한로110) ,,,경남호텔사우나,2007-10-16 10:36,I,59:59.0,한증막업,206199.9532,451997.9348,한증막업,,,,,1,1,,,1,Y,,,,,임대,,,,,,N
3050000,3050000-202-1983-00519,19831029,,3,폐업,2,폐업,20050620,,,,222471943,206.12,130878,서울특별시 동대문구 휘경동 281-22번지 ,,,세심탕,2003-06-05 0:00,I,59:59.0,공동탕업,205137.0324,454011.3654,공동탕업,3,1,1,2,,1,,,,N,,,,,자가,,,,,,N
3050000,3050000-202-2003-00006,20030304,,3,폐업,2,폐업,20140306,,,,02 9654367,198.3,130851,서울특별시 동대문구 전농동 597-12번지 1층 ,"서울특별시 동대문구 왕산로 244, 1층 (전농동)",2554,진주불한증막,2013-04-04 13:37,I,59:59.0,공동탕업+찜질시설서비스영업,204253.58,453388.2664,공동탕업+찜질시설서비스영업,2,,1,2,,,,,,Y,,,,,임대,,,,,,N
3060000,3060000-202-1978-00223,19781228,,3,폐업,2,폐업,20050404,,,,02 4347063,247.64,131811,서울특별시 중랑구 면목동 17-32번지 ,,,한양탕,2005-04-04 0:00,I,59:59.0,공동탕업,208519.7125,454154.9668,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-1981-00199,19811002,,3,폐업,2,폐업,20051109,,,,02 4347925,198.86,131819,서울특별시 중랑구 면목동 137-50번지 ,,,금성탕,2005-11-21 0:00,I,59:59.0,공동탕업,207335.468,454272.4533,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-1976-00260,19760901,,3,폐업,2,폐업,20180417,,,,02 9724048,187.13,131852,서울특별시 중랑구 묵동 239-126번지 ,서울특별시 중랑구 중랑역로 192 (묵동),2006,갑인탕,2018-04-17 15:05,I,59:59.0,공동탕업,206661.0336,456466.3028,공동탕업,0,0,,,,,0,0,0,N,0,,,,,0,,,,,N
3060000,3060000-202-1983-00237,19831111,,3,폐업,2,폐업,20040216,,,,204322369,223.2,131876,서울특별시 중랑구 중화동 132-2번지 ,,,이화탕,2004-02-17 0:00,I,59:59.0,공동탕업,207445.1246,455434.6772,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-1996-00234,19960206,,3,폐업,2,폐업,20140430,,,,222091516,564.08,131860,서울특별시 중랑구 상봉동 118-12번지 ,서울특별시 중랑구 망우로 262 (상봉동),2136,성진탕,2007-10-08 14:13,I,59:59.0,공동탕업,207151.9025,454749.406,공동탕업,0,0,,,1,1,0,0,0,N,0,,,,,0,,,,,N
3060000,3060000-202-1973-00236,19730731,,3,폐업,2,폐업,19970224,,,,02 4333296,175.54,131877,서울특별시 중랑구 중화동 288-23번지 ,,,신선탕,2001-10-04 0:00,I,59:59.0,공동탕업,207055.3447,455281.2217,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1980-00238,19800612,,3,폐업,2,폐업,20040706,,,,02 4362020,235.26,131878,서울특별시 중랑구 중화동 207-37번지 ,,,우정탕,2004-07-06 0:00,I,59:59.0,공동탕업,206764.3307,454711.7392,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-2007-00002,20071113,,3,폐업,2,폐업,20150803,,,,02  22080101,440.65,131814,"서울특별시 중랑구 면목동 62-4,5번지 지하1층 ",,,영스포츠클럽,2012-10-25 9:56,I,59:59.0,공동탕업,,,공동탕업,0,1,,,,,0,0,2,Y,0,,,,자가,0,,,,,N
3060000,3060000-202-1994-00241,19940124,,3,폐업,2,폐업,20150826,,,,,414.54,131878,서울특별시 중랑구 중화동 326-174번지 ,서울특별시 중랑구 중랑천로20길 39 (중화동),2113,화원탕,2014-03-25 13:11,I,59:59.0,공동탕업,206411.1236,455022.0674,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,0,,,,,N
3060000,3060000-202-1972-00245,19720218,,3,폐업,2,폐업,20000420,,,,02 9734444,213.26,131850,서울특별시 중랑구 묵동 188-5번지 ,,,덕원탕,2000-09-20 0:00,I,59:59.0,공동탕업,206898.4168,455994.6836,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1974-00246,19741122,,3,폐업,2,폐업,19970603,,,,02 9732331,140.54,131848,서울특별시 중랑구 묵동 163-2번지 ,,,세천탕,2001-10-04 0:00,I,59:59.0,공동탕업,206815.6694,457070.6315,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1981-00247,19811204,,3,폐업,2,폐업,20050408,,,,209739806,256.5,131847,서울특별시 중랑구 묵동 57-1번지 ,,,현대탕,2005-04-08 0:00,I,59:59.0,공동탕업,207042.2316,457134.6523,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1991-00286,19910315,,3,폐업,2,폐업,20021209,,,,204355346,297.8,131827,서울특별시 중랑구 면목동 655-4번지 ,,,세방,2002-12-09 0:00,I,59:59.0,공동탕업,207464.3874,452980.0369,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1987-00287,19870504,,3,폐업,2,폐업,19970313,,,,02 4966111,251.36,131859,서울특별시 중랑구 상봉동 90-3번지 ,,,상봉뉴스타,2001-10-04 0:00,I,59:59.0,한증막업,207778.8118,454861.511,한증막업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1986-00201,19861104,,3,폐업,2,폐업,20030509,,,,204359530,329.23,131824,서울특별시 중랑구 면목동 191-87번지 ,,,우신탕,2003-05-09 0:00,I,59:59.0,공동탕업,206463.4437,454151.2153,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-1982-00204,19820814,,3,폐업,2,폐업,20030130,,,,204965441,208.79,131831,서울특별시 중랑구 면목동 604-38번지 ,,,진영탕,2002-11-01 0:00,I,59:59.0,공동탕업,207631.3714,453196.3421,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1989-00277,19890825,,3,폐업,2,폐업,20200722,,,,02974 5800,"1,020.67",131848,서울특별시 중랑구 묵동 165 ,서울특별시 중랑구 중랑역로 262 (묵동),2033,동양보석사우나,2022-03-25 14:12,U,40:00.0,공동탕업+찜질시설서비스영업,206774.8742,457011.6326,공동탕업+찜질시설서비스영업,0,0,0,0,1,1,0,0,0,N,0,,,,,0,0,0,0,0,N
3060000,3060000-202-1984-00249,19840924,,3,폐업,2,폐업,20030818,,,,209769883,188.84,131848,서울특별시 중랑구 묵동 300-7번지 ,,,약수탕,2003-08-18 0:00,I,59:59.0,공동탕업,206923.646,457004.4452,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-2001-00293,20010821,,3,폐업,2,폐업,20190617,,,,234224921,"3,648.83",131865,서울특별시 중랑구 신내동 666번지 11층동 ,"서울특별시 중랑구 봉화산로 194, 11층 (신내동)",2076,금강산보석불가마사우나,2019-06-17 15:52,U,40:00.0,공동탕업+찜질시설서비스영업,208295.0998,456014.9992,공동탕업+찜질시설서비스영업,,,10,11,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-1984-00263,19841219,,3,폐업,2,폐업,19970620,,,,204946661,219.53,131800,서울특별시 중랑구 망우동 101-17번지 ,,,화성탕,2001-10-04 0:00,I,59:59.0,공동탕업,,,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1988-00266,19880108,,3,폐업,2,폐업,19981118,,,,02 4915574,307.68,131809,서울특별시 중랑구 망우동 508-47번지 ,,,상원탕,2001-10-04 0:00,I,59:59.0,공동탕업,208261.9809,454822.5381,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1970-00267,19700919,,3,폐업,2,폐업,20040610,,,,204344456,332.68,131809,서울특별시 중랑구 망우동 494-2번지 ,,,천우탕,2004-06-10 0:00,I,59:59.0,공동탕업,208362.8624,455035.3332,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-1983-00268,19831019,,3,폐업,2,폐업,19980210,,,,02 4346216,318.2,131808,서울특별시 중랑구 망우동 458-9번지 ,,,우림탕,2001-10-04 0:00,I,59:59.0,공동탕업,208659.4597,454669.6727,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1984-00269,19841115,,3,폐업,2,폐업,20041018,,,,204924078,233.7,131809,서울특별시 중랑구 망우동 464-6번지 ,,,수정탕,2004-10-18 0:00,I,59:59.0,공동탕업,208660.7302,454976.5093,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1993-00274,19930724,,3,폐업,2,폐업,20160118,,,,204325142,249.12,131806,서울특별시 중랑구 망우동 418-13번지 ,서울특별시 중랑구 용마공원로10길 13 (망우동),2185,면일탕,2006-02-06 0:00,I,59:59.0,공동탕업,208878.4577,454521.636,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1997-00279,19970203,,3,폐업,2,폐업,20050425,,,,02 4951155,674.45,131810,서울특별시 중랑구 망우동 491-38번지 ,,,정원대중목욕탕,2004-12-30 0:00,I,59:59.0,공동탕업,208472.7959,455102.9323,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-2002-00002,20020417,,3,폐업,2,폐업,20120229,,,,02 4950588,369,131877,서울특별시 중랑구 중화동 292-3번지 ,,,중화사우나,2010-10-06 15:52,I,59:59.0,공동탕업,207136.2224,455229.5389,공동탕업,0,1,1,2,,,0,0,0,N,0,,,,,0,,,,,N
3060000,3060000-202-2002-00001,20020411,,3,폐업,2,폐업,20210222,,,,222071248,"2,570.00",131815,서울특별시 중랑구 면목동 68-2 ,서울특별시 중랑구 상봉로 7 (면목동),2203,서일목욕탕,2021-02-22 13:37,U,40:00.0,공동탕업+찜질시설서비스영업,208263.0885,453813.1479,공동탕업+찜질시설서비스영업,0,2,0,0,1,2,0,0,0,N,0,,,,,0,,,0,0,N
3060000,3060000-202-1987-00231,19870918,,3,폐업,2,폐업,20030529,,,,02 4338446,355.65,131860,서울특별시 중랑구 상봉동 121-76번지 ,,,양지탕,2003-05-29 0:00,I,59:59.0,공동탕업,207176.9338,454603.8036,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-1973-00192,19731207,,3,폐업,2,폐업,19970813,,,,02 4350746,186.16,131818,서울특별시 중랑구 면목동 504-10번지 ,,,용강탕,2001-10-04 0:00,I,59:59.0,공동탕업,207691.5606,453797.2169,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1971-00196,19710809,,3,폐업,2,폐업,19970603,,,,02 4348573,220.72,131824,서울특별시 중랑구 면목동 191-78번지 ,,,영진탕,2001-10-04 0:00,I,59:59.0,공동탕업,206495.0669,454142.4334,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-1988-00232,19880611,,3,폐업,2,폐업,20011231,,,,02 4975527,684.7,131858,서울특별시 중랑구 상봉동 83-1번지 ,,,터미널,2002-03-04 0:00,I,59:59.0,공동탕업,208057.4374,454845.2438,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3060000,3060000-202-2001-00298,20010919,,3,폐업,2,폐업,20150909,,,,4348811,931.5,131861,서울특별시 중랑구 상봉동 136-50번지 ,서울특별시 중랑구 망우로30길 8 (상봉동),2119,동일사우나,2014-12-15 15:04,I,59:59.0,공동탕업,206492.0875,454508.6051,공동탕업,0,0,0,0,1,1,0,0,0,N,0,,,,,0,,,0,,N
3060000,3060000-202-1984-00200,19840118,,3,폐업,2,폐업,20190502,,,,24933571,228,131820,서울특별시 중랑구 면목동 179-24번지 ,서울특별시 중랑구 동일로 643 (면목동),2135,테마사우나,2019-05-02 15:55,U,40:00.0,공동탕업+찜질시설서비스영업,206963.6565,453966.435,공동탕업+찜질시설서비스영업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-1983-00248,19830415,,3,폐업,2,폐업,20061107,,,,209752783,214.9,131849,서울특별시 중랑구 묵동 121-25번지 ,,,장미탕,2006-07-28 0:00,I,59:59.0,공동탕업,206966.0834,456693.7461,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-1986-00272,19860910,,3,폐업,2,폐업,20060206,,,,204374901,303.24,131806,서울특별시 중랑구 망우동 444-35번지 ,,,미도탕,2006-02-06 0:00,I,59:59.0,공동탕업,208632.777,454421.0645,공동탕업,,,2,3,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-2003-00001,20030331,,3,폐업,2,폐업,20060928,,,,234218802,"1,150.47",131872,서울특별시 중랑구 신내동 646번지 금강리빙스텔 지하1호 ,,,봉화산사우나,2005-07-16 0:00,I,59:59.0,공동탕업,208112.8602,457113.6384,공동탕업,5,1,,,1,1,,,,N,,,,,,,,,,,N
3060000,3060000-202-2002-00003,20020829,,3,폐업,2,폐업,20050328,,,,02 4355511,231,131822,서울특별시 중랑구 면목동 173-5번지 ,,,대성탕,2005-04-01 0:00,I,59:59.0,공동탕업,206818.1049,453430.6054,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-1989-00205,19890826,,3,폐업,2,폐업,20060731,,,,02435 4488,336.75,131831,서울특별시 중랑구 면목동 595-56번지 ,,,향천탕,2006-07-13 0:00,I,59:59.0,공동탕업,207688.0561,453340.2407,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3060000,3060000-202-1994-00275,19940523,,1,영업/정상,1,영업,,,,,02 4335490,422.79,131869,서울특별시 중랑구 신내동 502-5 대명프라자 지하2층1호 ,"서울특별시 중랑구 봉화산로56길 153 (신내동,대명프라자 지하2층1호)",2071,호계대중탕,2021-01-07 13:34,U,40:00.0,공동탕업,208481.6127,455496.9805,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,0,,,,,N
3060000,3060000-202-2001-00291,20011113,,1,영업/정상,1,영업,,,,,222094503,"2,857.80",131881,서울특별시 중랑구 중화동 307-1번지 ,서울특별시 중랑구 동일로143길 19 (중화동),2014,백두산자수정사우나,2009-04-24 12:01,I,59:59.0,공동탕업+찜질시설서비스영업,206788.0486,455850.9356,공동탕업+찜질시설서비스영업,0,0,4,5,,,0,0,0,Y,0,,,,,0,,,,,N
3060000,3060000-202-2001-00297,20011115,,1,영업/정상,1,영업,,,,,222079041,"1,518.00",131816,서울특별시 중랑구 면목동 100-31번지 ,서울특별시 중랑구 겸재로49길 18 (면목동),2162,금강산한증막사우나,2018-11-28 17:28,U,40:00.0,공동탕업+찜질시설서비스영업,207922.0025,454178.8242,공동탕업+찜질시설서비스영업,,,4,6,,,,,2,N,,,,,,,,,,,N
